64,63,61.2,57.6,55.8,53.1,50.4,46.8,44.1,41.4,37.8,35.1,28.8,26.1,20.7,18,16.2,14.4,13.5,12.6,10.8,9.9,9.54,7.74,6.3,5.4,4.5,3.24,2.34,1.8,1.44,0.9
12.2632,11.3978,11.0306,11,11,11,11,11,11,11,11,10.1979,10,10,10,10,9,7.95876,7,6.83505,6,5.96907,5,5,5,4.31633,4,3,3,2,1,
12,12,12,12,12,12,12,12,12,12,10.9794,11,11,10,10,10,8,7,7,6,5.01042,5,5,4.25773,4,3,3,2,1.83838,
11,11,11,11,11,11,11,11,10,10,10,10,10,10,9,9,7,6.28866,6,5.93814,5,5,4.44898,4.01031,4,4,4,3,3,2,1,
11.6947,10.871,10.9184,11,11,11,11,11,10.6211,10,10,10,10,9.02105,8.01031,8.03093,7,6.96907,5.33333,5,5,4.8866,4,3.89691,3.13402,3,3,2.07071,2,1,
12,12,12,12,12,12,12,12,12,11.0412,10.7216,10,10,10,10,9.2268,8,7,7,6,6,5.92783,5,5,4.8866,4,3,2,1,1,
12,12,12,12,12,12,12,12,12,12,12,11.1042,10,10,10,9.06186,8,7,6.97917,6,6,6,5,5,4.56701,4,3,2,2,1,1,
12,12,12,12,12,12,12,12,11.0632,11,11,11,10,10,9.01031,9,8,7,7,5,5,5,4.82653,4,4,4,3.02062,2,2,1,
12,12,12,12,12,12,12,12,12,12,12,11.8854,11,11,10.9897,10,9,8.19588,8,7.01031,7,6.29897,5,5,5,5,4.06186,3.50505,3,1.72727,1,
12.1053,12,12,12,12,12,12,12,12,11.8041,11,11,10.9794,10,10,9.02062,7.86735,7,6,6,5,5,4.02041,4,4,4,3.40206,2.9899,2,1,
12,12,12,12,12,12,12.1505,11.0309,11,11,11,11,10.7216,10,10,10,8.87755,7,6.60417,6,5,5,4,4,4,4,3,2,2,1,
12.0211,11.8172,11.1429,11,11,11,11,11,10.1158,10,10,10,9.35052,9,8.73196,7.3299,6.0102,6,5,5,4.63542,4,4,4,4,3.14286,3,2.9899,2,1,
13,13,13,13,13,12.5789,12,12,12,12,12,12,12,11,11,10.9072,10,9,8.75,7,7,6,5.30612,5,5,4,4,3,2.9697,2,1.93684,
11,11,11,11,11,11,11,10.9794,10,10,10,10,10,10,9,8.85567,7,6.95876,6,5,5,4.98969,4,4,3.2268,3,3,2,2,1,1,
12,12,12,12,12,12,11.172,11,11,11,11,11,11,10.3368,9.38144,9,8,7,6,6,5,5,5,5,4.01031,3.9898,3,2,2,1,1,
11,11,11,11,11,11,11,11,11,11,11,10.0417,9.96907,9,9,8,7,6,5.33333,5,5,5,4,4,3.29897,3,2.85567,2,1,1,1,
11,11,10.449,10,10,10,10,10,10,10,10,10,9.27835,9,8,7.94845,6.62245,5.80412,5,5,4.13542,4,3.09184,3,3,3,3,1.84694,1,
13,13,13,13,12.9792,12.1158,12,12,12,12,11.3299,11,11,11,11,11,9,8.98969,8,7,6.14583,6,5,5,5,5,4,2,2,2,1,
12.4842,12.0753,12,12,12,12,12,12,12,11,11,11,11,11,11,11,9,9,8,7.80412,7,6,6,5.63918,5,5,5,3,2.73737,2,1.48387,
11,11,11,11,11,11,11,11,11,10.9485,10,10,10,10,9.51546,9,7.02041,7,6,5,5,5,4.02041,4,4,3,3,2,2,1,
12,12,12,12,12,12,12,11.4124,11,11,11,11,10,10,10,9,7,7,6,5.28866,5,5,4,4,4,4,3.02062,2.39394,2,2,1,
11,11,11,11,11,11,11,11,10.0526,10,10,10,10,10,9,9,7.02041,7,6.01042,5.07217,5,5,5,4.28866,4,3.61224,3,2.9798,2,2,1,
13,13,12.9592,12.4271,12,12,12,12,12,12,12,12.0417,11,11,10.2062,10,9,8,7,6.10309,6,5,5,5,4.14433,4,4,2.87879,2,2,1,
12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,10,10,9,8.64583,7,7,6,6,5.1134,5,5,4,3,3,2.60606,1.74737,
12,12,12,12,12,12,12,12,12.1158,11.0309,11,11,10.4227,10,10,9,7.91837,7,6,6,5,5,4.77551,4.02062,4,4,4,3,2.0202,1,
12,12,12,12,12,12,12,11.5258,11,11,11,11,11,10,10,10,9,8.08247,7,6.34021,6,6,5,5,5,4,4,3,3,2.50505,1.77895,
11,11,11,11,11,11,10.9892,10,10,10,10,9.03125,9,9,8.07216,8,7,6.48454,5,5,5,5,4,4,4,4,3.95876,2.11111,1.23232,1,
12,12,12,12,12,12,11.8065,11,11,11,11,11,10.9897,10,10,10,9,7,7,6,5.94792,5,5,4.48454,4,4,4,2.40404,2,2,1,
12,12,12,12,12,12,12,12,12,12,12,12,11,11,10.9175,10,9,8,7.94792,7,5.88542,5,5,5,5,4,4,3,2.22222,1.29293,1,
12,12,11.9286,11.1458,11.0104,11,11,11,11,11,11,11,10.732,10,10,9,9,8,8,7,7,5.46392,5,5,5,5,4.45361,3.91919,3,3,1.23158,
12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,10,9,8,8,7,6.9375,5,5,5,5,4,4,3,2.69697,2,1,
12,12,12,12,12,12,11.3871,11,11,11,11,11,10.0722,10,10,9,8.03061,8.04124,7,7,5.02083,5,5,5,5,4.82653,4,3.89899,3,2.39394,1,
11,11,11,11,11,11,11,11,11,10.0103,10,10,10,10,9,8.04124,7,6,5.65625,5,5,5,4,3.03093,3,3,3,1,1,1,
12,12,12,11.9792,11.0938,11,11,11,11,11,11,10.9167,10,10,10,9,8.82653,8,7,7,6.5,5,5,5,5,5,4,3.9899,3,2.9899,1.64211,
11,11,11,11,11,11,11,11,10.8737,10,10,10,10,9.30526,9,8.19588,7.06122,6,6,5.05155,5,5,5,4.92783,4.16495,3.0102,3,2.9899,1.93939,1,
12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,10.5464,9,9,8,8,7,7,5.0102,5,5,5,4.95876,4,3,2.9899,1.46316,
11,11,11,11,11,11,11,11,11,10.0722,10,10,10,9,9,9,8,7,7,5,5,5,5,5,4.56701,4,4,3,2.39394,1.80808,
12,12,12,12,12,12,12,12,12,12,11.6082,10.3333,10,10,10,9,7.73469,7,6.04167,6,6,5.25773,5,5,4.01031,4,3,2,1,1,
12,12,12,12,12,12,12,12,11,11,11,11,10.9794,10,10,9,8.14286,8,7,7,6.42708,5,5,5,5,5,4,3.05051,3,2.0202,1,
12,12,12,12,12,12,11.1075,11,11,11,11,11,11,10,10,9.86598,9,8,8,7,7,5.05155,5,5,5,5,4.02062,3.9899,3,2.16162,1,
